kernel,module,pto_path,model_py,ptr_arg_count,spec_count,ptr_dtypes,spec_dtypes,dtype_multiset_match,is_leaf,is_leaf_strict,notes
hc_pre_seed,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/hc_pre_seed.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_proj_seed,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/kv_proj_seed.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_rms_norm_rope,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/kv_rms_norm_rope.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
merge_norm,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/merge_norm.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
mix_x,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/mix_x.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_swa_cache_write,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/prefill_swa_cache_write.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_swa_dummy_cmp_table,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/prefill_swa_dummy_cmp_table.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_swa_empty_cmp_meta,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/prefill_swa_empty_cmp_meta.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_swa_window_indices,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/prefill_swa_window_indices.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
proj_b_act,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/proj_b_act.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
q_rope_prepare,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/q_rope_prepare.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qk_pv,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/qk_pv.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qkv_rope_rows,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/qkv_rope_rows.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qproj_dequant_rms_nope_rope,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/qproj_dequant_rms_nope_rope.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_proj_seed,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/qr_proj_seed.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qr_rms_norm_quant,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/qr_rms_norm_quant.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
quant,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/quant.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rms_norm,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/rms_norm.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/rope.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope_cs,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/rope_cs.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
split_pre_post,prefill_attention_swa,build_output/_jit_prefill_attention_swa_test_20260810_193750/ptoas/split_pre_post.pto,models/deepseek_v4_pro/prefill_attention_swa.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_kv_finalize,prefill_compressor_ratio128,build_output/_jit_prefill_compressor_ratio128_test_20260810_193902/ptoas/prefill_hca_c128_kv_finalize.pto,models/deepseek_v4_pro/prefill_compressor_ratio128.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_norm_pad_init,prefill_compressor_ratio128,build_output/_jit_prefill_compressor_ratio128_test_20260810_193902/ptoas/prefill_hca_c128_norm_pad_init.pto,models/deepseek_v4_pro/prefill_compressor_ratio128.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_rmsnorm_rope,prefill_compressor_ratio128,build_output/_jit_prefill_compressor_ratio128_test_20260810_193902/ptoas/prefill_hca_c128_rmsnorm_rope.pto,models/deepseek_v4_pro/prefill_compressor_ratio128.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_softmax_pool,prefill_compressor_ratio128,build_output/_jit_prefill_compressor_ratio128_test_20260810_193902/ptoas/prefill_hca_c128_softmax_pool.pto,models/deepseek_v4_pro/prefill_compressor_ratio128.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_state_scatter_pre,prefill_compressor_ratio128,build_output/_jit_prefill_compressor_ratio128_test_20260810_193902/ptoas/prefill_hca_c128_state_scatter_pre.pto,models/deepseek_v4_pro/prefill_compressor_ratio128.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_hca_c128_write_map,prefill_compressor_ratio128,build_output/_jit_prefill_compressor_ratio128_test_20260810_193902/ptoas/prefill_hca_c128_write_map.pto,models/deepseek_v4_pro/prefill_compressor_ratio128.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_cache_write,prefill_compressor_ratio4,build_output/_jit_prefill_compressor_ratio4_test_20260810_193850/ptoas/prefill_c4_cache_write.pto,models/deepseek_v4_pro/prefill_compressor_ratio4.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_rmsnorm_rope,prefill_compressor_ratio4,build_output/_jit_prefill_compressor_ratio4_test_20260810_193850/ptoas/prefill_c4_rmsnorm_rope.pto,models/deepseek_v4_pro/prefill_compressor_ratio4.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_softmax_pool,prefill_compressor_ratio4,build_output/_jit_prefill_compressor_ratio4_test_20260810_193850/ptoas/prefill_c4_softmax_pool.pto,models/deepseek_v4_pro/prefill_compressor_ratio4.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_state_update,prefill_compressor_ratio4,build_output/_jit_prefill_compressor_ratio4_test_20260810_193850/ptoas/prefill_c4_state_update.pto,models/deepseek_v4_pro/prefill_compressor_ratio4.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_c4_write_map,prefill_compressor_ratio4,build_output/_jit_prefill_compressor_ratio4_test_20260810_193850/ptoas/prefill_c4_write_map.pto,models/deepseek_v4_pro/prefill_compressor_ratio4.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_cache_write,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_c4_cache_write.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_rmsnorm_rope,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_c4_rmsnorm_rope.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_softmax_pool,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_c4_softmax_pool.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_state_update,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_c4_state_update.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_write_map,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_c4_write_map.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_qr_hadamard_quant,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_qr_hadamard_quant.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_qr_proj,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_qr_proj.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_qr_rope,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_qr_rope.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_score,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_score.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_score_init,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_score_init.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_score_out,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_score_out.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_topk,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_topk.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_topk_copy,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_topk_copy.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_weights_proj,prefill_indexer,build_output/_jit_prefill_indexer_test_20260810_193913/ptoas/prefill_idx_weights_proj.pto,models/deepseek_v4_pro/prefill_indexer.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_cache_write,prefill_indexer_compressor,build_output/_jit_prefill_indexer_compressor_test_20260810_193924/ptoas/prefill_idx_c4_cache_write.pto,models/deepseek_v4_pro/prefill_indexer_compressor.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_kv_test_extract,prefill_indexer_compressor,build_output/_jit_prefill_indexer_compressor_test_20260810_193924/ptoas/prefill_idx_c4_kv_test_extract.pto,models/deepseek_v4_pro/prefill_indexer_compressor.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_rmsnorm_rope,prefill_indexer_compressor,build_output/_jit_prefill_indexer_compressor_test_20260810_193924/ptoas/prefill_idx_c4_rmsnorm_rope.pto,models/deepseek_v4_pro/prefill_indexer_compressor.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_softmax_pool,prefill_indexer_compressor,build_output/_jit_prefill_indexer_compressor_test_20260810_193924/ptoas/prefill_idx_c4_softmax_pool.pto,models/deepseek_v4_pro/prefill_indexer_compressor.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_state_update,prefill_indexer_compressor,build_output/_jit_prefill_indexer_compressor_test_20260810_193924/ptoas/prefill_idx_c4_state_update.pto,models/deepseek_v4_pro/prefill_indexer_compressor.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
prefill_idx_c4_write_map,prefill_indexer_compressor,build_output/_jit_prefill_indexer_compressor_test_20260810_193924/ptoas/prefill_idx_c4_write_map.pto,models/deepseek_v4_pro/prefill_indexer_compressor.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
build_bias,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/build_bias.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
gather_kv,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/gather_kv.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
merge_norm,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/merge_norm.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
proj_b_act,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/proj_b_act.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
qk_pv,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/qk_pv.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
quant,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/quant.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/rope.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
rope_cs,prefill_sparse_attn,build_output/_jit_prefill_sparse_attn_test_20260810_193840/ptoas/rope_cs.pto,models/deepseek_v4_pro/prefill_sparse_attn.py,,,,,,False,False,spec resolution failed: Traceback (most recent call last):
kv_proj_seed,qkv_proj_rope,build_output/_jit_qkv_proj_rope_test_20260810_193402/ptoas/kv_proj_seed.pto,models/deepseek_v4_pro/qkv_proj_rope.py,1,13,f32,"bfloat16,bfloat16,int8,float32,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,int8,float32",False,False,False,
kv_rms_norm_rope,qkv_proj_rope,build_output/_jit_qkv_proj_rope_test_20260810_193402/ptoas/kv_rms_norm_rope.pto,models/deepseek_v4_pro/qkv_proj_rope.py,5,13,"f32,bf16,bf16,bf16,bf16","bfloat16,bfloat16,int8,float32,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,int8,float32",False,False,False,
q_rope_prepare,qkv_proj_rope,build_output/_jit_qkv_proj_rope_test_20260810_193402/ptoas/q_rope_prepare.pto,models/deepseek_v4_pro/qkv_proj_rope.py,4,13,"bf16,bf16,f32,f32","bfloat16,bfloat16,int8,float32,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,int8,float32",False,False,False,
qproj_dequant_rms_nope_rope,qkv_proj_rope,build_output/_jit_qkv_proj_rope_test_20260810_193402/ptoas/qproj_dequant_rms_nope_rope.pto,models/deepseek_v4_pro/qkv_proj_rope.py,5,13,"bf16,f32,f32,f32,f32","bfloat16,bfloat16,int8,float32,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,int8,float32",False,False,False,
qr_proj_seed,qkv_proj_rope,build_output/_jit_qkv_proj_rope_test_20260810_193402/ptoas/qr_proj_seed.pto,models/deepseek_v4_pro/qkv_proj_rope.py,1,13,f32,"bfloat16,bfloat16,int8,float32,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,int8,float32",False,False,False,
qr_rms_norm_quant,qkv_proj_rope,build_output/_jit_qkv_proj_rope_test_20260810_193402/ptoas/qr_rms_norm_quant.pto,models/deepseek_v4_pro/qkv_proj_rope.py,5,13,"f32,bf16,f32,i8,i8","bfloat16,bfloat16,int8,float32,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,bfloat16,int8,float32",False,False,False,
rms_norm,rms_norm,build_output/_jit_rms_norm_test_20260811_125206/ptoas/rms_norm.pto,models/deepseek_v4_pro/rmsnorm.py,3,3,"bf16,bf16,bf16","bfloat16,bfloat16,bfloat16",True,True,True,"ptr_to_spec=[0, 2, 1]"
build_valid,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193701/ptoas/build_valid.pto,models/deepseek_v4_pro/decode_sparse_attn.py,1,14,f32,"bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
csa_slots_build_valid_qk_plan,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193639/ptoas/csa_slots_build_valid_qk_plan.pto,models/deepseek_v4_pro/decode_sparse_attn.py,1,14,f32,"bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
hca_gather_kv,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193701/ptoas/hca_gather_kv.pto,models/deepseek_v4_pro/decode_sparse_attn.py,3,14,"bf16,bf16,bf16","bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
kv_touch,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193639/ptoas/kv_touch.pto,models/deepseek_v4_pro/decode_sparse_attn.py,1,14,bf16,"bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
merge_norm,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193701/ptoas/merge_norm.pto,models/deepseek_v4_pro/decode_sparse_attn.py,7,14,"f32,f32,f32,f32,f32,f32,bf16","bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
proj_b_act,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193701/ptoas/proj_b_act.pto,models/deepseek_v4_pro/decode_sparse_attn.py,3,14,"f32,f32,bf16","bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
qk_pv,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193701/ptoas/qk_pv.pto,models/deepseek_v4_pro/decode_sparse_attn.py,6,14,"f32,bf16,f32,f32,f32,bf16","bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
quant,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193701/ptoas/quant.pto,models/deepseek_v4_pro/decode_sparse_attn.py,3,14,"f32,i8,f32","bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
rope_cs,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193701/ptoas/rope_cs.pto,models/deepseek_v4_pro/decode_sparse_attn.py,4,14,"bf16,bf16,f32,f32","bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
swa_gather_kv,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193650/ptoas/swa_gather_kv.pto,models/deepseek_v4_pro/decode_sparse_attn.py,2,14,"bf16,bf16","bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
swa_valid_bias,sparse_attn,build_output/_jit_sparse_attn_test_20260810_193650/ptoas/swa_valid_bias.pto,models/deepseek_v4_pro/decode_sparse_attn.py,1,14,f32,"bfloat16,bfloat16,int32,bfloat16,int32,int32,int32,float32,bfloat16,bfloat16,bfloat16,int8,float32,bfloat16",False,False,False,
